id,company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr
185,BAJAJFINSV,Mar 2024,14.13,37.0,25.85,4.7894,2.1971,0.2054,-79634.0,10960.0,51.0,37.9421,2.0,288933,-68674.0
186,BAJAJHLDNG,Mar 2013,550.74,95.0,17.94,0.0,,0.0313,104.0,369.0,167.0,9.3198,15.0,0,473.0
187,BAJAJHLDNG,Mar 2014,469.98,94.0,16.57,0.0,,0.034,353.0,519.0,179.0,10.8099,17.0,0,872.0
188,BAJAJHLDNG,Mar 2015,387.21,92.0,15.15,0.0,,0.0377,332.0,464.0,182.0,12.0658,19.0,0,796.0
189,BAJAJHLDNG,Mar 2016,481.91,91.0,14.81,0.0,,0.0304,2166.0,1019.0,204.0,13.7775,16.0,0,1147.0
190,BAJAJHLDNG,Mar 2017,293.71,75.0,13.88,0.0,,0.0471,-1295.0,372.0,222.0,16.0523,15.0,0,-923.0
191,BAJAJHLDNG,Mar 2018,632.14,85.0,10.54,0.0,,0.0166,508.0,1123.0,239.0,22.7036,17.0,0,1631.0
192,BAJAJHLDNG,Mar 2019,707.19,80.0,11.31,0.0,,0.016,465.0,163.0,274.0,24.2811,12.0,0,628.0
193,BAJAJHLDNG,Mar 2020,708.05,69.0,11.09,0.0061,258.3846,0.0133,1120.0,800.0,269.0,25.0117,15.0,168,1920.0
194,BAJAJHLDNG,Mar 2021,799.56,77.0,9.83,0.0037,950.75,0.01,-36.0,308.0,328.0,33.4838,12.0,136,272.0
195,BAJAJHLDNG,Mar 2022,852.4800000000001,76.0,9.629999999999999,0.0027,1421.0,0.009,1459.0,151.0,364.0,38.5964,32.0,114,1610.0
196,BAJAJHLDNG,Mar 2023,947.51,73.0,11.19,0.0021,721.8571,0.0098,1591.0,137.0,436.0,39.8036,28.0,93,1728.0
197,BAJAJHLDNG,Mar 2024,432.73,92.0,13.58,0.0012,3764.5,0.0261,1469.0,472.0,653.0,48.8712,20.0,63,1941.0
198,BAJFINANCE,Mar 2015,16.65,1367.0,18.71,5.5531,68.3462,0.1645,-7424.0,360.0,18.0,9.6,10.0,26655,-7064.0
199,BAJFINANCE,Mar 2016,17.52,1986.0,17.22,4.9852,68.0286,0.1554,-10557.0,687.0,24.0,13.7537,10.0,37025,-9870.0
200,BAJFINANCE,Mar 2017,18.42,2867.0,19.13,5.1302,149.0455,0.1564,-13486.0,3047.0,33.0,8.8073,11.0,49250,-10439.0
201,BAJFINANCE,Mar 2018,19.58,3935.0,15.75,4.1997,414.6,0.1503,-19491.0,1075.0,43.0,13.7809,9.0,66557,-20566.0
202,BAJFINANCE,Mar 2019,21.61,6310.0,20.28,5.1575,422.1538,0.1488,-34441.0,5379.0,69.0,17.1278,9.0,101588,-29062.0
203,BAJFINANCE,Mar 2020,19.96,7608.0,16.28,4.0153,1020.8889,0.1604,-33170.0,8758.0,87.0,26.94,11.0,129806,-24412.0
204,BAJFINANCE,Mar 2021,16.57,6314.0,11.97,3.5656,3621.0,0.1556,-1236.0,429.0,73.0,30.765,14.0,131634,-807.0
205,BAJFINANCE,Mar 2022,22.21,9906.0,16.08,3.7799,-700.6471,0.1489,-30743.0,6347.0,116.0,36.1264,17.0,165232,-37090.0
206,BAJFINANCE,Mar 2023,27.79,16018.0,21.17,3.9853,-2546.4,0.1505,-52506.0,10394.0,190.0,44.9355,16.0,216690,-42112.0
207,BAJFINANCE,Mar 2024,26.29,19987.0,18.84,3.8248,2689.1667,0.1463,-79931.0,7171.0,233.0,61.8516,15.0,293346,-72760.0
208,BANKBARODA,Mar 2013,13.25,1006.0,14.51,15.2993,2.4281,0.0651,22682.0,514.0,23.0,7.8681,19.0,509192,23196.0
209,BANKBARODA,Mar 2014,12.45,809.0,13.31,16.3018,2.1694,0.0598,41503.0,730.0,23.0,8.7812,19.0,616973,42233.0
210,BANKBARODA,Mar 2015,8.790000000000001,902.0,9.4,15.838,2.4716,0.0612,17282.0,556.0,18.0,9.4635,18.0,665483,17838.0
211,BANKBARODA,Mar 2016,-10.99,-11700.0,-11.84,14.5998,4.2331,0.0663,-14016.0,4005.0,-22.0,9.1998,0.0,620536,-10011.0
212,BANKBARODA,Mar 2017,4.17,-4372.0,4.31,15.0579,2.4241,0.0618,17314.0,551.0,8.0,9.3219,15.0,648499,17865.0
213,BANKBARODA,Mar 2018,-3.99,-9197.0,-3.94,14.4378,3.2624,0.0616,-60106.0,414.0,-7.0,8.786,0.0,672311,-59692.0
214,BANKBARODA,Mar 2019,2.2,-5414.0,2.12,13.3547,3.2718,0.0645,-3986.0,2537.0,4.0,10.3766,0.0,734456,-1449.0
215,BANKBARODA,Mar 2020,1.24,-11728.0,1.29,14.0463,3.3277,0.0657,18392.0,139.0,2.0,8.2275,0.0,1068981,18531.0
216,BANKBARODA,Mar 2021,2.18,-6957.0,1.97,12.9527,2.5915,0.0618,-1358.0,471.0,3.0,7.9527,0.0,1067173,-887.0
217,BANKBARODA,Mar 2022,10.81,-2948.0,8.64,12.9024,2.606,0.0548,2565.0,3645.0,15.0,8.8677,19.0,1185331,6210.0
218,BANKBARODA,Mar 2023,15.88,6329.0,14.28,12.7799,2.3495,0.0619,-22450.0,1096.0,29.0,10.1404,19.0,1342592,-21354.0
219,BANKBARODA,Mar 2024,15.94,4102.0,15.76,12.1437,1.8967,0.0715,-7559.0,1285.0,36.0,11.5553,21.0,1453761,-6274.0
220,BHARTIARTL,Mar 2013,2.95,30.0,4.5,1.3262,5.3372,0.4871,3932.0,18676.0,4.0,2.6499,17.0,66736,22608.0
221,BHARTIARTL,Mar 2014,3.52,31.0,5.050000000000001,1.2701,4.9997,0.4731,1052.0,25181.0,5.0,2.9893,26.0,75896,26233.0
222,BHARTIARTL,Mar 2015,5.25,35.0,12.69,2.0971,7.8374,0.5282,5758.0,22301.0,8.0,1.9898,33.0,83415,28059.0
223,BHARTIARTL,Mar 2016,7.140000000000001,35.0,10.32,1.5074,4.5451,0.43,13851.0,14091.0,11.0,3.3402,9.0,100646,27942.0
224,BHARTIARTL,Mar 2017,4.44,37.0,6.29,1.5905,3.8801,0.4109,-2400.0,30680.0,7.0,3.3745,11.0,107288,28280.0
225,BHARTIARTL,Mar 2018,2.64,36.0,3.14,1.6011,3.4136,0.3312,1914.0,27940.0,2.0,3.4785,194.0,111334,29854.0
226,BHARTIARTL,Mar 2019,2.09,32.0,2.36,1.7561,2.8467,0.2948,-8216.0,28286.0,1.0,3.5729,244.0,125428,20070.0
227,BHARTIARTL,Mar 2020,-35.03,42.0,-39.75,1.9214,-0.0833,0.2438,-11469.0,29598.0,-55.0,2.8279,-3.0,148228,18129.0
228,BHARTIARTL,Mar 2021,-12.29,45.0,-20.97,2.7613,2.7211,0.2921,20919.0,27286.0,-26.0,2.1469,0.0,162785,48205.0
229,BHARTIARTL,Mar 2022,7.13,49.0,12.48,2.5495,3.7428,0.3227,13539.0,41478.0,7.0,2.3812,39.0,169678,55017.0
230,BHARTIARTL,Mar 2023,8.83,51.0,15.84,2.914,3.7458,0.313,26093.0,39232.0,15.0,2.734,27.0,226020,65325.0
231,BHARTIARTL,Mar 2024,5.71,52.0,10.36,2.6095,3.3055,0.3393,27809.0,51089.0,13.0,2.8717,62.0,215592,78898.0
232,BEL,Mar 2013,14.52,11.0,15183.33,4.0,184.4286,139.4,214.0,1753.0,1.0,0.3,20.0,24,-1539.0
233,BEL,Mar 2014,14.61,14.0,13600.0,3.0,194.7143,141.6957,190.0,759.0,1.0,0.35,20.0,21,-569.0
234,BEL,Mar 2015,16.88,17.0,17100.0,3.7143,240.8571,144.7551,595.0,839.0,2.0,0.35,20.0,26,1434.0
235,BEL,Mar 2016,18.18,19.0,11141.67,2.0833,196.6,141.4231,790.0,1470.0,2.0,0.1333,31.0,25,2260.0
236,BEL,Mar 2017,17.59,21.0,10153.33,1.9333,122.8889,112.4156,3054.0,3115.0,2.0,0.1667,33.0,29,-61.0
237,BEL,Mar 2018,13.76,20.0,4616.13,1.5484,372.5,85.9587,-693.0,6.0,2.0,0.31,34.0,48,-687.0
238,BEL,Mar 2019,15.51,24.0,3851.02,0.9592,186.375,96.5397,618.0,896.0,3.0,0.4455,44.0,47,1514.0
239,BEL,Mar 2020,14.07,21.0,3318.18,0.8,357.25,106.2951,1921.0,649.0,3.0,0.5,37.0,44,2570.0
240,BEL,Mar 2021,14.88,23.0,3559.32,0.8305,333.9,92.8224,2498.0,2595.0,3.0,0.5364,46.0,49,5093.0
241,BEL,Mar 2022,15.62,22.0,3478.26,0.8406,397.3333,94.2822,-665.0,4872.0,3.0,0.6273,46.0,58,4207.0
242,BEL,Mar 2023,16.84,23.0,3981.33,0.52,230.0526,123.1528,3907.0,2708.0,4.0,0.6818,44.0,39,1199.0
243,BEL,Mar 2024,19.66,25.0,4744.05,0.5119,476.75,125.8882,-1265.0,5924.0,5.0,0.7636,40.0,43,4659.0
244,BHEL,Mar 2013,13.69,19.0,21.91,0.0883,82.9297,0.6809,646.0,1113.0,18.0,6.2345,20.0,2698,1759.0
245,BHEL,Mar 2014,8.85,12.0,10.56,0.1415,46.5865,0.5252,3644.0,868.0,10.0,6.7696,20.0,4693,4512.0
246,BHEL,Mar 2015,4.63,7.0,4.24,0.0552,36.5435,0.4413,1471.0,650.0,4.0,6.981,20.0,1889,821.0
247,BHEL,Mar 2016,-2.77,-5.0,-2.18,0.0065,0.375,0.3889,397.0,23.0,-2.0,6.5949,-14.0,211,374.0
248,BHEL,Mar 2017,1.6,4.0,1.4,0.0048,4.4746,0.4614,-5.0,565.0,1.0,6.61,85.0,156,560.0
249,BHEL,Mar 2018,1.52,6.0,1.35,0.0034,7.0667,0.4508,1950.0,961.0,1.0,4.4053,151.0,110,989.0
250,BHEL,Mar 2019,3.29,7.0,3.24,0.0841,7.127,0.472,-1941.0,1919.0,3.0,4.4402,69.0,2598,-3860.0
251,BHEL,Mar 2020,-6.84,-1.0,-5.12,0.1773,0.7455,0.356,-1015.0,1877.0,-4.0,4.1178,0.0,5080,-2892.0
252,BHEL,Mar 2021,-15.6,-18.0,-10.39,0.1905,-5.6874,0.3093,518.0,42.0,-8.0,3.7332,0.0,4951,560.0
253,BHEL,Mar 2022,2.1,4.0,1.68,0.1822,2.7522,0.3722,-458.0,1118.0,1.0,3.8083,31.0,4830,660.0
254,BHEL,Mar 2023,2.8,4.0,2.68,0.2237,2.5948,0.4052,739.0,1480.0,2.0,3.5026,21.0,5454,-741.0
255,BHEL,Mar 2024,1.18,3.0,1.15,0.3624,1.593,0.3996,-2382.0,1331.0,1.0,3.5112,31.0,8856,-3713.0
256,BOSCHLTD,Dec 2012,11.06,16.0,17.19,0.0413,286.5,1.0958,47.0,824.0,305.0,17.9774,20.0,230,871.0
257,BOSCHLTD,Dec 2013,10.11,15.0,14.06,0.0291,,0.9849,211.0,846.0,282.0,20.3032,20.0,183,1057.0
258,BOSCHLTD,Mar 2015,11.07,16.0,18.21,0.0151,179.8571,1.1587,213.0,1183.0,426.0,23.7,20.0,111,1396.0
259,BOSCHLTD,Mar 2016,15.78,19.0,16.06,0.0052,192.3846,0.7803,323.0,995.0,488.0,30.7581,17.0,50,1318.0
260,BOSCHLTD,Mar 2017,16.68,19.0,19.79,0.0,106.4815,0.8843,2703.0,1246.0,570.0,29.33,29.0,0,1457.0
261,BOSCHLTD,Mar 2018,11.73,18.0,13.74,0.0,837.0,0.8394,559.0,1170.0,449.0,33.27,22.0,0,1729.0
262,BOSCHLTD,Mar 2019,13.22,18.0,17.51,0.0,211.8462,0.9508,2359.0,1766.0,542.0,30.4233,19.0,0,593.0
263,BOSCHLTD,Mar 2020,6.600000000000001,15.0,7.01,0.008,137.8,0.7389,463.0,873.0,220.0,30.9,48.0,74,1336.0
264,BOSCHLTD,Mar 2021,4.96,12.0,4.91,0.0055,65.8571,0.6578,372.0,463.0,164.0,32.7433,70.0,54,835.0
265,BOSCHLTD,Mar 2022,10.33,12.0,11.39,0.0068,63.8966,0.7646,238.0,33.0,413.0,35.6267,51.0,73,271.0
266,BOSCHLTD,Mar 2023,9.54,13.0,12.93,0.0048,190.0833,0.9182,1476.0,262.0,483.0,36.71,99.0,53,1214.0
267,BOSCHLTD,Mar 2024,14.89,13.0,20.64,0.0032,71.7843,0.9638,1536.0,283.0,844.0,40.2133,44.0,39,1253.0
268,BPCL,Mar 2013,0.8,3.0,11.54,1.9766,3.2569,3.0414,2322.0,3604.0,4.0,2.3202,42.0,33157,5926.0
269,BPCL,Mar 2014,1.53,4.0,20.85,1.7053,5.4279,2.9892,2707.0,6881.0,9.0,2.6888,31.0,33152,9588.0
270,BPCL,Mar 2015,2.09,4.0,22.52,1.1299,10.0822,2.8104,10206.0,10536.0,11.0,3.1206,34.0,25492,20742.0
271,BPCL,Mar 2016,4.31,7.0,29.1,0.8415,21.8882,2.1732,1886.0,9233.0,19.0,4.2369,25.0,23388,11119.0
272,BPCL,Mar 2017,4.72,7.0,30.85,1.1592,23.7126,1.8449,-6233.0,15274.0,20.0,2.3508,49.0,35725,9041.0
273,BPCL,Mar 2018,4.15,6.0,26.74,1.0284,15.3828,1.96,4002.0,7066.0,21.0,1.8617,46.0,37659,11068.0
274,BPCL,Mar 2019,2.86,5.0,22.0,1.1567,10.2534,2.178,-294.0,10451.0,18.0,1.9708,48.0,44839,10157.0
275,BPCL,Mar 2020,1.29,3.0,10.04,1.7923,3.9317,1.8863,-3254.0,11135.0,7.0,1.8572,106.0,65476,7881.0
276,BPCL,Mar 2021,7.52,9.0,32.34,1.0182,16.5351,1.4298,20981.0,2474.0,37.0,2.5588,102.0,54532,23455.0
277,BPCL,Mar 2022,3.37,6.0,22.51,1.2433,9.2387,1.8493,12198.0,8138.0,27.0,2.438,29.0,64534,20336.0
278,BPCL,Mar 2023,0.45,2.0,3.98,1.2962,3.4539,2.5155,4660.0,7806.0,5.0,2.514,40.0,69376,12466.0
279,BPCL,Mar 2024,5.99,10.0,35.51000000000001,0.7219,11.3555,2.2137,25415.0,10521.0,62.0,3.541,33.0,54599,35936.0
280,BRITANNIA,Mar 2013,4.2,7.0,46.59,0.681,11.5366,3.2847,348.0,28.0,11.0,2.325,39.0,380,320.0
281,BRITANNIA,Mar 2014,5.71,9.0,49.5,0.188,82.625,3.281,425.0,246.0,16.0,3.325,36.0,150,671.0
282,BRITANNIA,Mar 2015,8.77,11.0,55.34,0.1165,274.5,2.8135,134.0,450.0,29.0,5.1875,28.0,145,584.0
283,BRITANNIA,Mar 2016,9.82,15.0,39.44,0.0626,267.8,2.4033,254.0,705.0,34.0,8.7167,29.0,131,959.0
284,BRITANNIA,Mar 2017,9.77,14.0,32.83,0.0464,285.8,2.2035,291.0,150.0,37.0,11.2333,30.0,125,441.0
285,BRITANNIA,Mar 2018,10.13,15.0,29.48,0.059,208.375,1.9109,292.0,957.0,42.0,14.1917,30.0,201,1249.0
286,BRITANNIA,Mar 2019,10.45,16.0,27.16,0.0367,215.3333,1.7722,304.0,852.0,48.0,17.7208,31.0,156,1156.0
287,BRITANNIA,Mar 2020,12.02,16.0,31.66,0.3493,27.3506,1.4815,-41.0,1526.0,58.0,18.3458,60.0,1538,1485.0
288,BRITANNIA,Mar 2021,14.09,19.0,52.17,0.5981,25.4234,1.642,2309.0,433.0,77.0,14.7833,204.0,2122,1876.0
289,BRITANNIA,Mar 2022,10.72,16.0,59.27,0.9699,16.8264,1.878,2214.0,914.0,63.0,10.6583,89.0,2481,1300.0
290,BRITANNIA,Mar 2023,14.21,17.0,65.53,0.848,20.284,1.7432,1019.0,1507.0,96.0,14.725,75.0,2997,2526.0
291,BRITANNIA,Mar 2024,12.73,19.0,54.15,0.524,20.5976,1.8484,3050.0,477.0,89.0,16.4208,83.0,2065,2573.0
292,CANBK,Mar 2013,8.790000000000001,655.0,11.9,14.9364,2.1823,0.0812,7575.0,435.0,12.0,5.6831,19.0,376040,8010.0
293,CANBK,Mar 2014,6.75,-672.0,8.85,14.8434,2.3248,0.079,13864.0,380.0,10.0,6.5458,19.0,447913,14244.0
294,CANBK,Mar 2015,6.69,-621.0,9.02,15.3726,2.1764,0.0784,5240.0,1104.0,11.0,6.8404,17.0,499488,6344.0
295,CANBK,Mar 2016,-5.76,-8008.0,-7.82,15.6344,3.3739,0.0781,8903.0,443.0,-9.0,5.9687,0.0,506712,9346.0
296,CANBK,Mar 2017,3.4,-5775.0,4.07,15.4204,1.9966,0.0695,2099.0,476.0,5.0,5.8099,4.0,534858,2575.0
297,CANBK,Mar 2018,-9.370000000000001,-13350.0,-10.5,15.2792,3.4536,0.0655,-11607.0,487.0,-11.0,5.0337,0.0,563756,-11120.0
298,CANBK,Mar 2019,1.45,-11590.0,1.85,16.9855,2.7433,0.0674,17492.0,745.0,2.0,5.0052,0.0,640166,18237.0
299,CANBK,Mar 2020,-3.86,-12867.0,-4.66,16.2154,2.2699,0.0671,-5734.0,445.0,-4.0,4.0006,0.0,668170,-5289.0
300,CANBK,Mar 2021,4.21,-18367.0,4.74,17.0004,1.8804,0.0596,58002.0,1116.0,4.0,3.7893,0.0,1060998,59118.0
301,CANBK,Mar 2022,8.72,-13657.0,8.799999999999999,16.1894,1.7433,0.0561,-510.0,1429.0,7.0,3.8567,19.0,1132626,919.0
302,CANBK,Mar 2023,13.21,-9877.0,14.53,15.8501,1.6885,0.0622,-41134.0,1156.0,12.0,4.3029,19.0,1237160,-39978.0
303,CANBK,Mar 2024,13.94,-7745.0,16.72,14.8674,1.6107,0.072,13296.0,1750.0,17.0,5.079,19.0,1369780,15046.0
304,CHOLAFIN,Mar 2013,11.98,472.0,15.78,7.8222,706.0,0.141,-3749.0,5.0,4.0,1.365,16.0,15269,-3754.0
305,CHOLAFIN,Mar 2014,11.22,578.0,16.09,7.9034,950.0,0.1522,-2530.0,83.0,5.0,1.5993,14.0,18075,-2447.0
306,CHOLAFIN,Mar 2015,11.95,696.0,16.6,7.4579,,0.1556,-2304.0,40.0,6.0,1.8576,11.0,19950,-2264.0
307,CHOLAFIN,Mar 2016,13.64,899.0,15.67,6.1433,643.5,0.1511,-2946.0,137.0,7.0,2.3526,12.0,22546,-2809.0
308,CHOLAFIN,Mar 2017,15.3,1143.0,16.71,5.6005,448.6667,0.1534,-1690.0,222.0,9.0,2.7551,12.0,24071,-1468.0
309,CHOLAFIN,Mar 2018,16.51,1451.0,17.91,7.479,,0.1259,-7986.0,60.0,12.0,3.2853,11.0,38330,-7926.0
310,CHOLAFIN,Mar 2019,16.84,1888.0,19.28,8.1455,1659.0,0.1236,-9328.0,11.0,15.0,3.9795,8.0,50567,-9317.0
311,CHOLAFIN,Mar 2020,12.1,1699.0,12.85,6.7079,,0.136,-2129.0,54.0,13.0,5.0,13.0,55005,-2075.0
312,CHOLAFIN,Mar 2021,15.87,2094.0,15.84,6.6385,52.4107,0.1284,-10594.0,1746.0,19.0,5.8537,11.0,63730,-8848.0
313,CHOLAFIN,Mar 2022,21.23,2924.0,18.3,5.8776,35.1786,0.123,-3931.0,1640.0,26.0,7.1762,8.0,69174,-5571.0
314,CHOLAFIN,Mar 2023,20.68,3515.0,18.58,6.7864,16.5818,0.1134,-29253.0,2148.0,32.0,8.7476,6.0,97358,-27105.0
315,CHOLAFIN,Mar 2024,17.85,4548.0,17.46,6.8634,21.2118,0.1223,-38538.0,2855.0,41.0,11.6625,5.0,134475,-35683.0
316,CIPLA,Mar 2013,18.66,2214.0,17.13,0.1072,24.8653,0.7102,-665.0,2063.0,19.0,5.6019,10.0,967,1398.0
317,CIPLA,Mar 2014,13.8,2147.0,13.97,0.1242,32.0598,0.7592,298.0,1265.0,17.0,6.2429,12.0,1248,1563.0
318,CIPLA,Mar 2015,10.83,2163.0,11.38,0.1577,56.1098,0.724,223.0,950.0,15.0,6.7093,14.0,1703,1173.0
319,CIPLA,Mar 2016,10.03,2480.0,12.01,0.4517,54.4615,0.6551,-2792.0,4533.0,17.0,7.1534,12.0,5202,1741.0
320,CIPLA,Mar 2017,7.19,2496.0,8.25,0.3279,57.2837,0.6897,1078.0,1304.0,13.0,7.7913,16.0,4113,2382.0
321,CIPLA,Mar 2018,9.35,2826.0,9.959999999999999,0.288,44.1,0.6685,629.0,834.0,18.0,8.8379,17.0,4098,1463.0
322,CIPLA,Mar 2019,9.120000000000001,3097.0,9.94,0.2875,27.8491,0.6886,3.0,1688.0,19.0,9.3242,16.0,4316,1691.0
323,CIPLA,Mar 2020,8.76,3206.0,9.520000000000001,0.1786,40.5378,0.7314,3182.0,114.0,19.0,9.7907,21.0,2816,3068.0
324,CIPLA,Mar 2021,12.47,4252.0,13.04,0.1099,56.1241,0.7709,1381.0,2374.0,30.0,11.3826,17.0,2014,3755.0
325,CIPLA,Mar 2022,11.7,4553.0,12.22,0.0507,174.0606,0.8103,1468.0,1858.0,31.0,12.9447,16.0,1056,3326.0
326,CIPLA,Mar 2023,12.45,5027.0,12.1,0.0343,60.5734,0.7766,862.0,2376.0,35.0,14.5385,24.0,803,3238.0
327,CIPLA,Mar 2024,16.12,6291.0,15.55,0.0209,35.3388,0.7922,1152.0,2982.0,51.0,16.5876,25.0,559,4134.0
328,COALINDIA,Mar 2013,25.41,18087.0,35.81,0.0269,5.7406,0.6154,7276.0,1833.0,27.0,0.7674,51.0,1305,9109.0
329,COALINDIA,Mar 2014,21.4,17766.0,35.64,0.0042,7.3744,0.6729,23105.0,8580.0,24.0,0.6714,121.0,178,14525.0
330,COALINDIA,Mar 2015,18.52,17343.0,34.02,0.0101,8.6454,0.6661,15276.0,894.0,22.0,0.6389,95.0,408,14382.0
331,COALINDIA,Mar 2016,18.32,18714.0,40.96,0.0344,9.9631,0.6856,21308.0,8154.0,23.0,0.5515,121.0,1199,13154.0
332,COALINDIA,Mar 2017,11.87,12448.0,37.85,0.1229,12.3649,0.6591,16916.0,455.0,15.0,0.395,133.0,3014,16461.0
333,COALINDIA,Mar 2018,8.260000000000002,9288.0,34.88,0.0762,15.2697,0.6794,13368.0,7747.0,11.0,0.3251,146.0,1538,21115.0
334,COALINDIA,Mar 2019,17.54,25007.0,66.01,0.0835,12.7878,0.7486,8460.0,7896.0,28.0,0.4293,46.0,2210,16356.0
335,COALINDIA,Mar 2020,17.38,21581.0,51.93,0.2001,11.5646,0.6404,6010.0,1033.0,27.0,0.5218,44.0,6434,4977.0
336,COALINDIA,Mar 2021,14.11,18628.0,34.78,0.1611,19.0858,0.559,10774.0,182.0,21.0,0.5925,78.0,5884,10592.0
337,COALINDIA,Mar 2022,15.84,24721.0,40.28,0.0815,21.9912,0.6114,15392.0,25715.0,28.0,0.7,60.0,3514,41107.0
338,COALINDIA,Mar 2023,22.95,44232.0,52.14,0.0712,14.3372,0.6245,12269.0,23465.0,52.0,0.9872,47.0,4331,35734.0
339,COALINDIA,Mar 2024,26.26,47971.0,45.17,0.0788,11.2418,0.6019,13617.0,4486.0,61.0,1.3424,42.0,6523,18103.0
340,DABUR,Mar 2013,12.48,16.0,36.56,0.5494,18.5085,1.3039,248.0,622.0,4.0,1.204,34.0,1151,870.0
341,DABUR,Mar 2014,12.98,16.0,34.48999999999999,0.2666,23.8519,1.3287,994.0,104.0,5.0,1.5264,33.0,708,1098.0
342,DABUR,Mar 2015,13.7,17.0,31.84,0.2188,36.85,1.2766,171.0,876.0,6.0,1.9057,33.0,734,1047.0
343,DABUR,Mar 2016,16.12,20.0,30.06,0.193,36.1458,1.1223,457.0,730.0,7.0,2.3699,32.0,805,1187.0
344,DABUR,Mar 2017,16.81,20.0,26.41,0.2012,33.4815,0.9847,420.0,807.0,7.0,2.754,31.0,975,1227.0
345,DABUR,Mar 2018,17.59,21.0,23.8,0.1644,36.0,0.8874,551.0,541.0,8.0,3.242,81.0,938,1092.0
346,DABUR,Mar 2019,16.98,20.0,25.67,0.1241,32.7,1.0092,1837.0,338.0,8.0,3.1819,34.0,699,1499.0
347,DABUR,Mar 2020,16.67,21.0,21.92,0.079,39.94,0.9302,1097.0,517.0,8.0,3.7322,37.0,522,1614.0
348,DABUR,Mar 2021,17.73,21.0,22.12,0.0664,75.0645,0.8827,711.0,1404.0,10.0,4.3299,50.0,509,2115.0
349,DABUR,Mar 2022,16.0,21.0,20.78,0.1229,65.641,0.8864,529.0,1273.0,10.0,4.7356,53.0,1030,1802.0
350,DABUR,Mar 2023,14.75,19.0,18.96,0.1308,33.4231,0.8446,905.0,583.0,10.0,5.0695,54.0,1174,1488.0
351,DABUR,Mar 2024,14.6,19.0,18.36,0.1384,23.2419,0.8206,1042.0,971.0,10.0,5.574,53.0,1365,2013.0
352,DIVISLAB,Mar 2013,28.07,38.0,24.07,0.0132,287.0,0.6833,225.0,255.0,23.0,9.263,33.0,33,480.0
353,DIVISLAB,Mar 2014,30.53,40.0,26.08,0.0061,362.0,0.6825,252.0,305.0,29.0,10.9778,34.0,18,557.0
354,DIVISLAB,Mar 2015,27.35,38.0,24.37,0.0077,403.6667,0.7072,305.0,521.0,32.0,12.9481,31.0,27,826.0
355,DIVISLAB,Mar 2016,29.82,38.0,26.23,0.0098,303.2,0.7709,632.0,406.0,42.0,8.1,24.0,42,1038.0
356,DIVISLAB,Mar 2017,26.08,36.0,19.79,0.0067,507.3333,0.6603,10.0,1140.0,40.0,10.1075,25.0,36,1150.0
357,DIVISLAB,Mar 2018,22.54,33.0,14.8,0.0106,688.0,0.5735,298.0,478.0,33.0,11.1792,30.0,63,776.0
358,DIVISLAB,Mar 2019,27.36,38.0,19.45,0.0152,405.6,0.6155,269.0,685.0,51.0,13.1264,31.0,106,954.0
359,DIVISLAB,Mar 2020,25.53,34.0,18.84,0.0053,287.4286,0.6323,1133.0,83.0,52.0,13.7925,31.0,39,1216.0
360,DIVISLAB,Mar 2021,28.47,41.0,21.34,0.0005,1462.0,0.647,2022.0,75.0,75.0,17.5377,27.0,5,1947.0
361,DIVISLAB,Mar 2022,33.04000000000001,43.0,25.24,0.0003,1998.5,0.6707,-283.0,2195.0,112.0,22.1283,27.0,4,1912.0
362,DIVISLAB,Mar 2023,23.48,31.0,14.29,0.0003,1357.0,0.5384,-248.0,2707.0,69.0,24.0887,44.0,4,2459.0
363,DIVISLAB,Mar 2024,20.4,28.0,11.79,0.0002,636.25,0.5074,992.0,269.0,60.0,25.6057,50.0,3,1261.0
364,DLF,Mar 2013,8.58,34.0,2.59,1.0339,1.6906,0.1202,4004.0,1995.0,4.0,7.5674,48.0,26600,2009.0
365,DLF,Mar 2014,7.109999999999999,30.0,2.15,0.8809,1.4722,0.1286,5392.0,3924.0,4.0,7.6952,55.0,24133,1468.0
366,DLF,Mar 2015,6.63,39.0,1.85,0.895,1.5265,0.1154,2135.0,98.0,3.0,7.6879,66.0,24495,2037.0
367,DLF,Mar 2016,3.07,40.0,1.27,1.0496,1.6687,0.1608,2139.0,818.0,2.0,6.742,117.0,25264,2957.0
368,DLF,Mar 2017,8.61,42.0,2.88,1.1884,1.5372,0.1285,-26.0,872.0,4.0,6.8832,50.0,29202,-898.0
369,DLF,Mar 2018,66.75,35.0,12.68,0.4953,4.1003,0.1107,-1832.0,2102.0,25.0,9.891,8.0,17491,270.0
370,DLF,Mar 2019,15.71,26.0,3.91,0.5129,1.4219,0.1258,2046.0,3.0,6.0,7.6136,33.0,17222,2043.0
371,DLF,Mar 2020,-9.700000000000001,19.0,-1.71,0.2352,1.5985,0.1088,6864.0,6508.0,-2.0,6.959,-85.0,8103,356.0
372,DLF,Mar 2021,20.0,27.0,3.06,0.1948,2.1712,0.1012,1610.0,150.0,4.0,7.1402,45.0,6886,1460.0
