id,company_id,date,open,high,low,close,volume,adjusted_close
90,ADANIENSOL,2022-06-01,5315.2,5587.31,5034.88,5328.53,19672977,5328.53
91,ADANIENSOL,2022-07-01,5321.54,5648.05,5116.7,5295.68,19887484,5295.68
92,ADANIENSOL,2022-08-01,5671.79,6161.4,5489.9,5576.63,7438966,5576.63
93,ADANIENSOL,2022-09-01,5027.77,5368.75,5000.7,5062.45,24681642,5062.45
94,ADANIENSOL,2022-10-01,5020.55,5502.24,4619.28,5096.2,3885580,5096.2
95,ADANIENSOL,2022-11-01,5253.78,5417.07,4828.12,5259.26,44849741,5259.26
96,ADANIENSOL,2022-12-01,4923.16,5433.7,4508.5,5015.27,9695222,5015.27
97,ADANIENSOL,2023-01-01,4898.16,5050.44,4365.02,4905.86,6119729,4905.86
98,ADANIENSOL,2023-02-01,4757.49,4875.91,4344.14,4721.53,25220521,4721.53
99,ADANIENSOL,2023-03-01,4529.73,5055.42,4485.03,4570.52,3147790,4570.52
100,ADANIENSOL,2023-04-01,4620.55,5136.23,4498.7,4674.91,9307598,4674.91
101,ADANIENSOL,2023-05-01,4690.48,5006.81,4275.64,4644.5,23180482,4644.5
102,ADANIENSOL,2023-06-01,4113.49,4106.31,3675.98,4049.47,35696144,4049.47
103,ADANIENSOL,2023-07-01,4788.2,4943.45,4495.58,4838.04,26677601,4838.04
104,ADANIENSOL,2023-08-01,5174.32,5417.87,4802.32,5211.41,1101552,5211.41
105,ADANIENSOL,2023-09-01,5097.61,5178.64,4949.79,5061.35,29720263,5061.35
106,ADANIENSOL,2023-10-01,4790.62,5246.61,4471.77,4783.52,4437322,4783.52
107,ADANIENSOL,2023-11-01,5239.65,5571.35,4710.22,5268.51,14260417,5268.51
108,ADANIENSOL,2023-12-01,5598.42,5936.64,5177.35,5491.55,17869226,5491.55
109,ADANIENSOL,2024-01-01,5016.62,5193.44,4560.88,5085.65,12373290,5085.65
110,ADANIENSOL,2024-02-01,5392.53,5470.31,4837.76,5308.29,8751342,5308.29
111,ADANIENSOL,2024-03-01,5354.85,5673.32,5312.63,5376.82,5690741,5376.82
112,ADANIENSOL,2024-04-01,5112.52,5764.68,5034.52,5162.52,40871896,5162.52
113,ADANIENSOL,2024-05-01,5322.05,5971.91,5053.82,5369.3,28623473,5369.3
114,ADANIENSOL,2024-06-01,5092.83,5591.52,4600.2,5108.07,16251593,5108.07
115,ADANIENSOL,2024-07-01,4675.48,4765.81,4414.12,4660.33,14502664,4660.33
116,ADANIENSOL,2024-08-01,4635.76,4847.74,4403.76,4720.38,26676212,4720.38
117,ADANIENSOL,2024-09-01,4579.97,4600.67,4473.66,4523.9,16185456,4523.9
118,ADANIENSOL,2024-10-01,4481.84,4634.46,4263.69,4464.75,38035370,4464.75
119,ADANIENSOL,2024-11-01,3918.85,4033.4,3778.99,3847.29,41547908,3847.29
120,ADANIENSOL,2024-12-01,3654.6,3789.44,3555.2,3701.81,46923188,3701.81
121,ADANIENT,2020-01-01,3773.23,4002.14,3627.01,3729.19,7074641,3729.19
122,ADANIENT,2020-02-01,3778.6,3851.73,3351.03,3731.65,8296863,3731.65
123,ADANIENT,2020-03-01,3882.4,4023.51,3743.72,3833.84,19683010,3833.84
124,ADANIENT,2020-04-01,4315.03,4603.19,4007.99,4349.59,23187721,4349.59
125,ADANIENT,2020-05-01,4405.55,4554.21,4305.33,4397.89,19256171,4397.89
126,ADANIENT,2020-06-01,4970.17,5420.1,4633.51,4884.24,5933212,4884.24
127,ADANIENT,2020-07-01,4505.8,4613.71,4352.82,4499.77,31041630,4499.77
128,ADANIENT,2020-08-01,4817.02,5379.35,4692.17,4853.57,7668576,4853.57
129,ADANIENT,2020-09-01,5221.43,5214.32,4849.1,5143.91,38146688,5143.91
130,ADANIENT,2020-10-01,4999.47,5166.0,4784.87,4931.13,5620523,4931.13
131,ADANIENT,2020-11-01,4944.16,5379.4,4393.34,4900.6,11539644,4900.6
132,ADANIENT,2020-12-01,4669.78,5077.66,4431.17,4661.81,34728027,4661.81
133,ADANIENT,2021-01-01,4474.18,4626.64,4401.84,4491.99,29211250,4491.99
134,ADANIENT,2021-02-01,4215.95,4456.99,4135.08,4201.45,7752235,4201.45
135,ADANIENT,2021-03-01,4872.67,4918.29,4743.05,4860.01,46612702,4860.01
136,ADANIENT,2021-04-01,4877.55,5374.8,4854.66,4946.29,35391207,4946.29
137,ADANIENT,2021-05-01,5648.85,5868.97,5337.73,5554.3,46724914,5554.3
138,ADANIENT,2021-06-01,6140.34,6419.24,5406.69,6058.21,49243575,6058.21
139,ADANIENT,2021-07-01,6098.58,6599.73,5671.81,6139.05,2832605,6139.05
140,ADANIENT,2021-08-01,6576.58,7252.69,5814.43,6603.48,16741608,6603.48
141,ADANIENT,2021-09-01,6982.29,7332.14,6423.17,6995.66,36901312,6995.66
142,ADANIENT,2021-10-01,7004.53,7342.68,6598.0,7096.39,7128765,7096.39
143,ADANIENT,2021-11-01,6050.91,6684.97,5536.72,6019.07,29071358,6019.07
144,ADANIENT,2021-12-01,6171.41,6128.97,5774.78,6059.65,8983994,6059.65
145,ADANIENT,2022-01-01,6045.46,6139.25,5960.19,6022.48,25159531,6022.48
146,ADANIENT,2022-02-01,5773.35,5781.63,5469.73,5682.87,10574289,5682.87
147,ADANIENT,2022-03-01,5447.78,5621.82,5166.69,5544.09,28285572,5544.09
148,ADANIENT,2022-04-01,5404.79,5933.97,5037.64,5417.62,26267074,5417.62
149,ADANIENT,2022-05-01,5981.72,6035.97,5289.23,5876.85,43103102,5876.85
150,ADANIENT,2022-06-01,5185.52,5470.28,4734.98,5204.52,32235577,5204.52
151,ADANIENT,2022-07-01,5586.9,5620.77,5018.38,5548.75,11630632,5548.75
152,ADANIENT,2022-08-01,5950.06,6100.91,5373.29,6027.57,40015812,6027.57
153,ADANIENT,2022-09-01,5726.18,5764.07,5119.37,5645.86,36141119,5645.86
154,ADANIENT,2022-10-01,5873.7,6546.1,5490.27,5943.84,33437448,5943.84
155,ADANIENT,2022-11-01,6097.1,6285.84,5527.48,6214.8,10473524,6214.8
156,ADANIENT,2022-12-01,6258.3,6346.11,5817.31,6161.52,21129085,6161.52
157,ADANIENT,2023-01-01,5973.95,6262.26,5558.15,6029.89,29555717,6029.89
158,ADANIENT,2023-02-01,6453.18,6978.6,5984.71,6469.71,27647154,6469.71
159,ADANIENT,2023-03-01,6613.0,7238.24,5924.34,6616.32,43436551,6616.32
160,ADANIENT,2023-04-01,6517.18,7364.32,6431.38,6644.09,21318153,6644.09
161,ADANIENT,2023-05-01,6924.79,7377.73,6207.09,6833.24,7053868,6833.24
162,ADANIENT,2023-06-01,6143.94,6933.82,5814.91,6200.41,8666796,6200.41
163,ADANIENT,2023-07-01,6418.84,6589.61,5961.24,6335.28,32605877,6335.28
164,ADANIENT,2023-08-01,6123.16,6223.85,5310.81,6026.73,6930592,6026.73
165,ADANIENT,2023-09-01,6282.02,6649.58,5890.09,6179.58,8851026,6179.58
166,ADANIENT,2023-10-01,6486.03,6976.08,6091.45,6605.73,25993993,6605.73
167,ADANIENT,2023-11-01,6846.51,7008.37,6507.99,6876.96,12342920,6876.96
168,ADANIENT,2023-12-01,6592.34,6923.8,6108.75,6646.28,35980390,6646.28
169,ADANIENT,2024-01-01,6261.92,6859.9,6226.79,6334.14,36655347,6334.14
170,ADANIENT,2024-02-01,7265.18,7497.27,6723.59,7397.92,29794388,7397.92
171,ADANIENT,2024-03-01,8461.96,9010.83,8305.25,8608.25,5419252,8608.25
172,ADANIENT,2024-04-01,8622.19,9423.62,8078.53,8644.72,34451279,8644.72
173,ADANIENT,2024-05-01,9131.11,9989.31,8701.73,9098.27,13680042,9098.27
174,ADANIENT,2024-06-01,8753.17,9323.71,7905.82,8882.2,45873947,8882.2
175,ADANIENT,2024-07-01,9014.32,9202.55,8391.98,8931.36,43659997,8931.36
176,ADANIENT,2024-08-01,9483.92,10276.65,8908.68,9353.28,34644600,9353.28
177,ADANIENT,2024-09-01,9234.12,9730.42,9300.6,9407.43,47208561,9407.43
178,ADANIENT,2024-10-01,8587.26,9314.3,8407.93,8563.98,9110709,8563.98
179,ADANIENT,2024-11-01,8085.79,8998.12,7987.42,8094.13,47218897,8094.13
180,ADANIENT,2024-12-01,8800.82,9597.1,8451.14,8686.54,16023113,8686.54
181,ADANIGREEN,2020-01-01,3084.9,3168.92,2734.16,3060.87,3939964,3060.87
182,ADANIGREEN,2020-02-01,2984.37,3149.05,2885.49,3006.58,3361281,3006.58
183,ADANIGREEN,2020-03-01,3312.96,3446.28,3128.99,3297.68,44310289,3297.68
184,ADANIGREEN,2020-04-01,3305.02,3489.59,2974.24,3369.54,43517933,3369.54
185,ADANIGREEN,2020-05-01,3399.45,3807.34,3309.98,3419.87,49896912,3419.87
186,ADANIGREEN,2020-06-01,3691.43,4019.37,3394.36,3672.7,24045793,3672.7
187,ADANIGREEN,2020-07-01,3554.99,3814.75,3470.9,3611.26,12014979,3611.26
188,ADANIGREEN,2020-08-01,3920.06,4156.47,3612.0,3962.28,14885775,3962.28
189,ADANIGREEN,2020-09-01,4065.54,4202.43,3812.99,3993.66,10990869,3993.66
190,ADANIGREEN,2020-10-01,4151.74,4484.37,3639.17,4089.72,20937280,4089.72
191,ADANIGREEN,2020-11-01,4074.27,4437.56,3699.93,4118.48,49559314,4118.48
192,ADANIGREEN,2020-12-01,4328.61,4818.33,4116.42,4326.42,30426066,4326.42
193,ADANIGREEN,2021-01-01,4178.93,4348.14,3785.86,4204.13,39001265,4204.13
194,ADANIGREEN,2021-02-01,4182.59,4179.52,4057.13,4112.23,44200915,4112.23
195,ADANIGREEN,2021-03-01,4454.2,4893.7,4039.62,4503.84,40810072,4503.84
196,ADANIGREEN,2021-04-01,4408.72,4546.79,4126.87,4394.65,29687702,4394.65
197,ADANIGREEN,2021-05-01,4329.96,4737.91,4213.38,4277.01,43120168,4277.01
198,ADANIGREEN,2021-06-01,4204.84,4566.68,3969.58,4220.29,4440639,4220.29
199,ADANIGREEN,2021-07-01,3869.43,4263.76,3657.09,3913.23,4144206,3913.23
200,ADANIGREEN,2021-08-01,3780.01,4102.7,3358.71,3780.74,42575225,3780.74
201,ADANIGREEN,2021-09-01,4403.31,4834.08,4032.78,4391.77,33933006,4391.77
202,ADANIGREEN,2021-10-01,4323.03,4464.94,4195.49,4295.8,39891558,4295.8
203,ADANIGREEN,2021-11-01,4596.23,4944.84,4344.63,4550.23,30968707,4550.23
204,ADANIGREEN,2021-12-01,4645.08,4864.17,4624.85,4734.23,43604992,4734.23
205,ADANIGREEN,2022-01-01,4794.31,4955.96,4553.19,4734.1,8121918,4734.1
206,ADANIGREEN,2022-02-01,4782.03,5312.83,4513.57,4823.12,418654,4823.12
207,ADANIGREEN,2022-03-01,4934.53,5318.31,4476.25,4926.65,31736884,4926.65
208,ADANIGREEN,2022-04-01,4997.88,5467.56,4449.6,4989.64,38075292,4989.64
209,ADANIGREEN,2022-05-01,5098.65,5409.83,4923.43,5011.01,5215235,5011.01
210,ADANIGREEN,2022-06-01,5187.85,5585.77,4566.0,5145.01,15118081,5145.01
211,ADANIGREEN,2022-07-01,5315.34,5489.15,4966.73,5237.51,2382527,5237.51
212,ADANIGREEN,2022-08-01,4994.85,5663.47,5001.81,5069.87,37507626,5069.87
213,ADANIGREEN,2022-09-01,5708.08,6073.42,5199.69,5596.79,13753970,5596.79
214,ADANIGREEN,2022-10-01,5697.07,5950.95,5234.57,5630.68,8264828,5630.68
215,ADANIGREEN,2022-11-01,5293.52,5443.8,5100.81,5341.97,32760109,5341.97
216,ADANIGREEN,2022-12-01,5722.2,6266.73,5041.16,5622.43,21673506,5622.43
217,ADANIGREEN,2023-01-01,6278.76,6640.23,5735.5,6301.61,49200484,6301.61
218,ADANIGREEN,2023-02-01,5848.25,6605.8,5395.59,5960.03,10733924,5960.03
219,ADANIGREEN,2023-03-01,5501.99,6157.59,5193.47,5572.08,48412852,5572.08
220,ADANIGREEN,2023-04-01,6194.76,6755.44,5899.22,6110.48,38569000,6110.48
221,ADANIGREEN,2023-05-01,6437.13,6563.8,5661.29,6407.23,46050307,6407.23
222,ADANIGREEN,2023-06-01,6877.59,7663.88,6514.23,6982.27,5953678,6982.27
223,ADANIGREEN,2023-07-01,6790.92,6985.72,6322.5,6768.73,3304025,6768.73
224,ADANIGREEN,2023-08-01,7554.27,7867.43,7323.62,7567.82,15587061,7567.82
225,ADANIGREEN,2023-09-01,7545.27,8003.44,6784.18,7438.12,34779596,7438.12
226,ADANIGREEN,2023-10-01,6329.13,7046.72,5687.09,6430.76,24077296,6430.76
227,ADANIGREEN,2023-11-01,6366.34,7000.16,6216.21,6493.67,28026469,6493.67
228,ADANIGREEN,2023-12-01,6070.8,6387.68,5722.21,6107.29,4484538,6107.29
229,ADANIGREEN,2024-01-01,5731.75,6221.52,5545.15,5801.33,40049276,5801.33
230,ADANIGREEN,2024-02-01,5809.08,5925.26,5136.39,5761.5,31857869,5761.5
231,ADANIGREEN,2024-03-01,5910.21,6353.6,5698.44,5839.73,35732937,5839.73
232,ADANIGREEN,2024-04-01,5761.02,5939.93,5499.21,5671.45,4097730,5671.45
233,ADANIGREEN,2024-05-01,6233.67,6545.53,5872.53,6176.45,26367492,6176.45
234,ADANIGREEN,2024-06-01,6225.5,6431.23,5595.97,6311.45,12430451,6311.45
235,ADANIGREEN,2024-07-01,6325.71,6987.04,5734.6,6253.25,9187683,6253.25
236,ADANIGREEN,2024-08-01,6531.7,7008.84,6052.77,6474.93,27812641,6474.93
237,ADANIGREEN,2024-09-01,6431.39,6763.85,6258.35,6554.44,3702700,6554.44
238,ADANIGREEN,2024-10-01,6727.77,6922.84,6206.41,6667.19,43426798,6667.19
239,ADANIGREEN,2024-11-01,6420.25,6854.87,6022.65,6540.57,49383713,6540.57
240,ADANIGREEN,2024-12-01,7288.75,7984.85,6816.64,7223.66,21986909,7223.66
241,ADANIPORTS,2020-01-01,887.0,980.13,818.68,883.73,13913707,883.73
242,ADANIPORTS,2020-02-01,895.22,988.81,804.3,890.53,31186032,890.53
243,ADANIPORTS,2020-03-01,856.92,942.86,848.68,866.01,9066187,866.01
244,ADANIPORTS,2020-04-01,894.96,999.85,805.63,895.24,42733816,895.24
245,ADANIPORTS,2020-05-01,936.86,988.44,874.24,933.39,18025745,933.39
246,ADANIPORTS,2020-06-01,913.05,947.77,850.99,921.97,48473674,921.97
247,ADANIPORTS,2020-07-01,857.98,941.3,768.79,859.57,48494070,859.57
248,ADANIPORTS,2020-08-01,928.77,961.41,824.17,928.03,8570919,928.03
249,ADANIPORTS,2020-09-01,1001.0,1049.77,900.81,992.79,30895534,992.79
250,ADANIPORTS,2020-10-01,982.51,1000.92,874.45,973.3,1929904,973.3
251,ADANIPORTS,2020-11-01,978.46,1063.43,934.0,964.25,29309182,964.25
252,ADANIPORTS,2020-12-01,1074.66,1129.76,976.23,1094.04,13560505,1094.04
253,ADANIPORTS,2021-01-01,1172.75,1169.27,1029.9,1152.75,22664731,1152.75
254,ADANIPORTS,2021-02-01,1151.44,1220.16,1092.89,1167.87,2174485,1167.87
255,ADANIPORTS,2021-03-01,1252.06,1318.41,1165.05,1243.76,24493444,1243.76
256,ADANIPORTS,2021-04-01,1292.55,1314.57,1132.43,1282.05,15465704,1282.05
257,ADANIPORTS,2021-05-01,1338.99,1498.61,1194.83,1342.01,33662845,1342.01
258,ADANIPORTS,2021-06-01,1287.79,1404.65,1142.89,1270.61,34662035,1270.61
259,ADANIPORTS,2021-07-01,1298.44,1378.54,1227.4,1294.78,43458358,1294.78
260,ADANIPORTS,2021-08-01,1345.51,1353.91,1312.57,1336.08,34507384,1336.08
261,ADANIPORTS,2021-09-01,1409.49,1475.33,1332.9,1400.65,5418992,1400.65
262,ADANIPORTS,2021-10-01,1313.68,1476.74,1167.36,1318.59,48860991,1318.59
263,ADANIPORTS,2021-11-01,1352.0,1455.43,1304.59,1357.21,43937926,1357.21
264,ADANIPORTS,2021-12-01,1419.88,1469.73,1339.71,1405.14,40411512,1405.14
265,ADANIPORTS,2022-01-01,1366.54,1533.46,1245.24,1394.1,27270005,1394.1
266,ADANIPORTS,2022-02-01,1535.02,1592.73,1401.74,1523.11,19869017,1523.11
267,ADANIPORTS,2022-03-01,1423.03,1500.05,1333.46,1447.74,11440754,1447.74
268,ADANIPORTS,2022-04-01,1273.31,1372.56,1215.88,1275.17,31012568,1275.17
269,ADANIPORTS,2022-05-01,1354.38,1454.49,1271.32,1363.03,1379539,1363.03
270,ADANIPORTS,2022-06-01,1351.91,1420.06,1247.32,1350.1,29050601,1350.1
271,ADANIPORTS,2022-07-01,1447.3,1622.46,1415.22,1475.73,47780632,1475.73
272,ADANIPORTS,2022-08-01,1564.95,1589.0,1356.85,1540.42,32408988,1540.42
273,ADANIPORTS,2022-09-01,1540.5,1591.49,1538.51,1565.46,17645972,1565.46
274,ADANIPORTS,2022-10-01,1563.09,1675.18,1430.7,1575.23,14315157,1575.23
275,ADANIPORTS,2022-11-01,1593.36,1679.13,1522.98,1607.99,35835918,1607.99
276,ADANIPORTS,2022-12-01,1771.11,1855.94,1570.94,1758.37,9139352,1758.37
277,ADANIPORTS,2023-01-01,1769.67,1944.32,1593.63,1787.07,28408879,1787.07
278,ADANIPORTS,2023-02-01,1665.24,1854.55,1550.87,1661.9,40319028,1661.9
279,ADANIPORTS,2023-03-01,1716.99,1884.89,1599.99,1691.01,40977524,1691.01
280,ADANIPORTS,2023-04-01,1658.42,1722.75,1503.45,1664.35,30587951,1664.35
281,ADANIPORTS,2023-05-01,1552.03,1706.01,1417.02,1556.78,41148454,1556.78
282,ADANIPORTS,2023-06-01,1504.72,1633.41,1342.55,1507.62,31230580,1507.62
283,ADANIPORTS,2023-07-01,1392.39,1544.14,1379.76,1415.27,10915316,1415.27
284,ADANIPORTS,2023-08-01,1458.45,1474.08,1383.85,1455.73,30393992,1455.73
285,ADANIPORTS,2023-09-01,1400.92,1528.78,1328.69,1421.6,49390497,1421.6
286,ADANIPORTS,2023-10-01,1330.46,1433.02,1219.36,1318.98,21467160,1318.98
287,ADANIPORTS,2023-11-01,1398.91,1432.5,1223.96,1377.19,4374346,1377.19
288,ADANIPORTS,2023-12-01,1516.67,1572.97,1396.72,1525.52,11410154,1525.52
289,ADANIPORTS,2024-01-01,1546.37,1570.82,1494.55,1543.9,11762232,1543.9
290,ADANIPORTS,2024-02-01,1477.56,1646.94,1415.99,1488.01,26694593,1488.01
291,ADANIPORTS,2024-03-01,1627.38,1804.96,1536.39,1612.5,27933392,1612.5
292,ADANIPORTS,2024-04-01,1539.26,1604.06,1340.2,1511.59,28158611,1511.59
293,ADANIPORTS,2024-05-01,1572.44,1626.15,1479.37,1575.57,4924154,1575.57
294,ADANIPORTS,2024-06-01,1522.07,1644.46,1381.29,1504.29,33279095,1504.29
295,ADANIPORTS,2024-07-01,1440.18,1590.06,1395.13,1420.74,27043860,1420.74
296,ADANIPORTS,2024-08-01,1422.36,1502.74,1335.6,1407.98,4547309,1407.98
297,ADANIPORTS,2024-09-01,1422.05,1570.97,1373.09,1433.34,1904402,1433.34
298,ADANIPORTS,2024-10-01,1459.63,1490.43,1319.24,1434.56,4473373,1434.56
299,ADANIPORTS,2024-11-01,1291.67,1360.14,1199.45,1290.86,30069657,1290.86
300,ADANIPORTS,2024-12-01,1361.99,1492.38,1255.36,1343.11,49608684,1343.11
301,ADANIPOWER,2020-01-01,844.64,877.71,814.89,834.43,43416028,834.43
302,ADANIPOWER,2020-02-01,834.57,919.01,765.37,837.82,4137872,837.82
303,ADANIPOWER,2020-03-01,884.44,915.15,862.1,873.17,32084506,873.17
304,ADANIPOWER,2020-04-01,834.4,855.35,813.81,834.83,46145583,834.83
305,ADANIPOWER,2020-05-01,899.91,939.5,853.74,912.82,19993285,912.82
306,ADANIPOWER,2020-06-01,938.6,1000.53,845.34,952.5,1388014,952.5
307,ADANIPOWER,2020-07-01,965.5,1077.46,895.35,965.26,15659625,965.26
308,ADANIPOWER,2020-08-01,994.17,1064.26,896.61,1005.59,32077233,1005.59
